,Type,District,Storage name,Address,Manager Name,Mobile No,Capacity in MT
476,Cold Storages,Aurangabad,"Ramadas Ganapat Khandagale,Yaesgaon","Gutno79,Yaesgaon,Tq:Khultabad.",,,500.0
477,Cold Storages,Aurangabad,Ramdas Ganpath Bambarde,"Gat No. 44, At Post: Pimpri, (Satal), Tal: Phulambri, Dist: Aurangabad",,,1000.0
478,Cold Storages,Aurangabad,Ramdas Sampat More,"Gat No. 802, At Post: Ghatnandra, Tal: Sillod, Dist: Aurangabad",,,1000.0
479,Cold Storages,Aurangabad,Ramesh Kaduba Tayade,"Gat No.287, At.Post.Andheri, Tal: Sillod, Dist: Aurangabad",,,1000.0
480,Cold Storages,Aurangabad,Ramesh Tukaram Gore,"At.Post. Andhari, Tal: Sillod, Dist: Aurangabad",,,500.0
481,Cold Storages,Aurangabad,Rangnath Narayan Gore,"Gat No. 1308, At.Post: Andhari, Tal: Sillod, Dist: Aurangabad",,,1000.0
482,Cold Storages,Aurangabad,Raosaheb Ganpat Nikam,"At Post: Savargaon, Tal: Kannad, Dist: Aurangabad",,,255.0
483,Cold Storages,Aurangabad,Rukhmanbai Dhondiba Gadekar,"Gat No. 177, At Post: Adgaon ( Khurd), Tal: Phulambri, Dist: Aurangabad",,,1000.0
484,Cold Storages,Aurangabad,"SHri Jagannath Gawnaji Wahtule,A/P-Pipalgaon(Walan)","Gut No.414,Tq:Fulambri",,,600.0
485,Cold Storages,Aurangabad,SMT KUSHIVARTABAI MAHADU KALE,GUT NO 233 AT PIRABWADA TQ PHULAMBRI DIST AURANGABAD,,,1000.0
486,Cold Storages,Aurangabad,Sabia Begam Abdul Raup,"At Gut No.47, A/P Makrandpur, Tal. Kannad, Dist. Aurangabad",,,1000.0
487,Cold Storages,Aurangabad,Sachin Sanjay Joshi,"Gat No 87,Gevrai Tankpaithan Road",,,986.0
488,Cold Storages,Aurangabad,"Sadashiv Punjaba Mager,Hivarkheda","Gutno7,A/P-HivarkhedaTq:Auranagabad",,,500.0
489,Cold Storages,Aurangabad,Sandu Pandurang Jadhav,Rail,,,500.0
490,Cold Storages,Aurangabad,Sangeeta Dnyaneshwar Vetal,"Gut No. 3, Mamurabad, Post: Serodi, Tah: Khultabad, Dist: Aurangabad",,,632.0
491,Cold Storages,Aurangabad,Sangita Arun Mule,"At.Post. Andhari, Tal: Sillod, Dist: Aurangabad",,,500.0
492,Cold Storages,Aurangabad,Sangitabai Vijay Gangwal,"Gat No. 260, At Post: Pishor, Tal: Kannad, Dist; Aurangabad",,,1000.0
493,Cold Storages,Aurangabad,Sanjay Bhikanrao Nikam,"Gat No.105, Post: Nandarpur, Tal: Kannad, Dist: Auurangabad",,,1000.0
494,Cold Storages,Aurangabad,Santosh Badrinarayan Rathi,Fardapur,,,100.0
495,Cold Storages,Aurangabad,Santosh Manulal Thole,"Gat No. 194/4, At Post: Kannad, Tal: Kannad, Dist: Aurangabad",,,1000.0
496,Cold Storages,Aurangabad,"Sau. Raybhan Bajirao Kale,A/P-Tajanapur","Gno-515,A/P-Tajanapur,Tq:khulatabad",,,500.0
497,Cold Storages,Aurangabad,"Sau.PArvatibai Haridas Jadhav,A/P-Abdulpur Tanda","Gno-2,A/P-Abdulpur Tanda,Tq:Khultabad",,,600.0
498,Cold Storages,Aurangabad,"Sau.Ratnamalabai Laxman Jadhav,A/P-Wanegaon","Gno-56,A/P-Wanegaon,Tq:Fulambri",,,1000.0
499,Cold Storages,Aurangabad,Savitribai Shridhar Maske,"Gat No. 116, At Post: Satara, Tal & Dist: Aurangabad",,,1000.0
500,Cold Storages,Aurangabad,Shantabai Madhavrao Badak,"Gat No. 454, At Post: Palsi, Tal: Sillod, Dist: Aurangabad",,,1000.0
501,Cold Storages,Aurangabad,Shardabai Subhashappa Gulve,"Gat No. 97, At Post: Pimpri, Tal: Kultabad, Dist: Aurangabad",,,1000.0
502,Cold Storages,Aurangabad,"Shekh Chand Shekh Gulab,A/P-Kanshil","Gno-58,At Kanshil,Tq:Khultabad",,,504.0
503,Cold Storages,Aurangabad,"Shivaji Kacharu Chavan,Dhamori","Gutno93,At Dhamori,Tq:Gangapur",,,500.0
504,Cold Storages,Aurangabad,Shoba Shamrao Gawande,Chittepimpalgaon,,,200.0
505,Cold Storages,Aurangabad,Shobhabai Bhagwan Rothe,"Gat No. 182, At Post: Bhatana, Tal: Vaijapur, Dist: Aurangabad",,,1000.0
506,Cold Storages,Aurangabad,"Shri Anil Sahebrao Shrikhande,A/P-Gadana","Gno-24,At Gadana,Tq:khultabad",,,504.0
507,Cold Storages,Aurangabad,Shri Arun Ramchabdra Pere,"S No. 414, At Post: Bidkin, Tal: Paithan, Dist: Aurangabad",,,600.0
508,Cold Storages,Aurangabad,Shri Ashish Vishnu Gadekar,"At: Gat No. 58, At: Nawabpur, Tal: Gangapur, Dist: Aurangabad",,,1000.0
509,Cold Storages,Aurangabad,Shri Balkrishna Shivram Davande,"Gut No. 178, A & P : Verol, Tal: Khultabad, Dist: Aurangabad",,,504.0
510,Cold Storages,Aurangabad,Shri Bandu Laduba Bhosale,"G.No.158,At Pimpalgaon Peth,Sillod",,,199.95
511,Cold Storages,Aurangabad,Shri Bhaurao Paraji Lokhande,"At Pimpaldar,Tq. Sillod,",,,350.0
512,Cold Storages,Aurangabad,Shri Dattatray Bhayaji Wagh,"Milkat No. 367. At Post Khullod, Tal. Sillod",,,150.0
513,Cold Storages,Aurangabad,"Shri Dhanlal ShivchIndividual Choudhary,A/P-Banoti","Gno-182,At Banoti,Tq:Soygaon",,,504.0
514,Cold Storages,Aurangabad,Shri Eknath Dhondiram Methe,"Gat No. 49, At & Post Naigaon, Tal: Gangapur, Dist: Aurangabad",,,998.36
515,Cold Storages,Aurangabad,Shri Ganesh Murlidhar Kale,"AT PLOT NO 04,GAT NO 575 SILLOD DIST AURANGABAD",,,680.0
516,Cold Storages,Aurangabad,"Shri Jitendra Kalyanmal Chudiwal,Shri Manoj K. Chudiwal & Shri Nandkishor K. Chudiwal","Gno-769,At Shivoor,Tq.Vaijapur",,,509.397
517,Cold Storages,Aurangabad,"Shri Kaduba Tukaram Salunke,A/P-Sherudi(Budruk)","Gut No.133,Tq:Fulambri",,,250.0
518,Cold Storages,Aurangabad,Shri Kailashchand Kesharchand Bohra,"Gat No. 154, Vaijapur, Tal:Vaijapur, Dist: Aurangabad",,,1000.0
519,Cold Storages,Aurangabad,Shri Kasabai Bhimrao Shinde,"Milkat No. 303. At Post Ghavhali, Tal. Sillod",,,300.0
520,Cold Storages,Aurangabad,"Shri Khandu Kashinath Shelke,A/P-Sharnapur","Gut No.85,A/P-Sharnapur,T&D-Aur.",,,600.0
521,Cold Storages,Aurangabad,Shri Kishor Badrinath Kothale,"G.No.542,At Kelgaon,Tq.Sillod",,,473.145
522,Cold Storages,Aurangabad,"Shri Lashkar Dhavji Jadhav,A/P-Abdulpur(Tanda)","Gut No.250,A/P-Abdulpur,Tq:Khultabad",,,600.0
523,Cold Storages,Aurangabad,Shri Laxman Fakirrao Parhar,"Gno-6,Khojewadi,Tq;Gangapur",,,1057.8
524,Cold Storages,Aurangabad,Shri Lxmikant Surenchandji Agrawal & Pushpadevi Surenchand Agrawal,"Sr.No.180/2(Part),V/P & Tq.Kannad",,,1001.18
525,Cold Storages,Aurangabad,Shri Namdeo Vitthal Deotkar,"Gat No. 12, At/Post: Maliwada, Tal: Dist: Aurangabad , PIN: 431002",,,573.53
526,Cold Storages,Aurangabad,Shri Poonamchand Jaganlal Agrawal,"Sr.No.180/2(Part),V/P & Tq.Kannad",,,1001.18
527,Cold Storages,Aurangabad,"Shri Punamchand Ramsingh Chavan,A/P-Abdulpur(Tanda)","Gut No.160,Tq:Khultabad",,,600.0
528,Cold Storages,Aurangabad,Shri Pundalik Kausaji Shejul & 2 Others,"Gno-46,At Naigaon,Tq:Gangapur",,,5603.02
529,Cold Storages,Aurangabad,Shri Rangnath Rajaram Wagale & Smt. Purnabai Rangnath Wagale,"Plot-74,Musthafabad,Tq.Gangapur",,,211.598
530,Cold Storages,Aurangabad,Shri Raosaheb Ganpat Wagh,"G.No.157,At Khullod,Tq.Sillod",,,199.95
531,Cold Storages,Aurangabad,Shri Ravindra Someshwar Jawalkar,"At Gut No. 180, At: Kannad, Tal: Kannad, DIst: Aurangabad",,,1000.0
532,Cold Storages,Aurangabad,Shri Ravsaheb Suryabhan Nage,"Sno-152/1,Mz:Sarai,Tq:Khultabad",,,207.363
533,Cold Storages,Aurangabad,Shri Sandeep Ashokkumar Patni,"At Gat No. 104, Sillod � Bhokardan Road, At: Pimpri, Taluka: Sillod, Dist: Aurangabad",,,1000.0
534,Cold Storages,Aurangabad,"Shri Sayyad Siraj Sayad Ahemad, Fulambri","Sno-572,At & Tq: Fulambri",,,500.0
535,Cold Storages,Aurangabad,Shri Sayyad Younus Sayyad Ismail,"Sr.No.93,At Dongargaon,Tq.Sillod",,,1019.07
536,Cold Storages,Aurangabad,"Shri Shaikh Samad Shekh Husain,A/P-Kanshil","Gno-170,Mz:Kanshil,Tq:Khultabad",,,500.0
537,Cold Storages,Aurangabad,Shri Shivaji Valmiki Bachate,Aurangabad,,,995.0
538,Cold Storages,Aurangabad,Shri Subhash Laxman Thorat,"Gno-2,Mushtafabad(Ambegaon),Tq.Gangapur",,,
539,Cold Storages,Aurangabad,Shri Sudam Pandurang Raut,"Plot-717,Mz:Pandharpur,Tq:&Dist.Aura.",,,456.306
540,Cold Storages,Aurangabad,Shri Taru Appa Mete,"At Post: Chauka, Tal: Phulambri, Dist: Aurangabad",,,999.18
541,Cold Storages,Aurangabad,"Shri Thakaji Taterao Pund,A/P-Bajar Sawangi","Gut No.469,A/P-Bajar Sawangi,Tq:khu.",,,550.0
542,Cold Storages,Aurangabad,"Shri Uttam Govingrao Lahane,A/P-Sherudi(Budruk)","Gut No.414,Tq:Fulambri",,,600.0
543,Cold Storages,Aurangabad,Shri Vijay Dilsukh Gangwal,"Gno-260,A/P-Pishor,Tq.Kannad",,,999.936
544,Cold Storages,Aurangabad,Shri Vishnu Sajaba Katkar,"G.No.931,At Bazar Sawangi,Tq.Khultabad",,,470.81
545,Cold Storages,Aurangabad,Shri Vishwanath Madhavrao Torate,"Gno-369,Dongargaon,Tq;Fulambri",,,527.04
546,Cold Storages,Aurangabad,Shri Vishwas Shamrao Solunke,"G.No.278,A/P-Nagapur,Tq.Sillod",,,999.18
547,Cold Storages,Aurangabad,Shri. Ambadas G. Gulwe,Sardi,,,105.759
548,Cold Storages,Aurangabad,Shri. Devidas P Lokhande,Mandna,,,247.667
549,Cold Storages,Aurangabad,Shri. Kashinath Namdeo Mahajan,Bharadi,,,200.0
550,Cold Storages,Aurangabad,Shri. Sitaram M. Wagh,Khullod,,,127.347
551,Cold Storages,Aurangabad,Shri. Tukaram M Gauhane,Badwad,,,105.759
552,Cold Storages,Aurangabad,Shri.RavIndividual Ra S Jaiswal,Bhardi,,,189.0
553,Cold Storages,Aurangabad,"Shubhangi Sanjay Pund,Bazar Savangi","Gutno934,Bazar Sawangi,Tq:Khultabad.",,,500.0
554,Cold Storages,Aurangabad,Shyalabai Machhindra Gyake,"Gat No. 179, At Post: Khamgaon, Tal: Kannad, Dist: Aurangabad",,,1000.0
555,Cold Storages,Aurangabad,Smt Kumudini Sudhir Ghuge,"At: Banshendra, Tal: Kannad, Dist: Aurangabad",,,1000.0
556,Cold Storages,Aurangabad,Smt Shahanabai Yusufkhan Pathan,"At Gat No. 124, Sillod � Kannad Road, At: Borgaon Bajar, Tal: Aurangabad",,,1000.0
557,Cold Storages,Aurangabad,Smt Shantabai Vithal Ghuge,"Gut No. 124, At: Devpul, Tal: Kannad, Dist: Aurangabad",,,278.0
558,Cold Storages,Aurangabad,Smt Yamunabai Kakasaheb Rakade,"At Gat No. 362, Bharadi, Taluka: Bharadi, Dist: Aurangabad",,,1000.0
559,Cold Storages,Aurangabad,Smt. Archana Sudham Ghavate,"Gut No.100, A/P Satana, Tal. & Dist. Aurangabad",,,999.936
560,Cold Storages,Aurangabad,Smt. Kadubai Karbhari Rawate,"At Gut No.109, Sultanabad, Tal.Gangapur, Dist. Aurangabad",,,1000.0
561,Cold Storages,Aurangabad,Smt. Kaushalyabai Bhimrao Khandagale,"Gat No. 29, At Post Nirgudi (Bk.), Tal. Khultabad, District Aurangabad.",,,504.0
562,Cold Storages,Aurangabad,Smt. Latabai Annasaheb Wagh,"Gat No. 176. At Post Khullod, Tal. Sillod",,,150.0
563,Cold Storages,Aurangabad,Smt. Malanbai Shamrao Gayake,"Gut No.141, A/P Ghanegaon, Tal. Gangapur, Dist. Aurangabad",,,999.936
564,Cold Storages,Aurangabad,Smt. Meenabai Dyneshwar Kakade,"GAT No186 Anvi-Bhokaradan Road At Dhanora,Tal Anvi Dist Aurangabad",,,500.0
565,Cold Storages,Aurangabad,Smt. Meerabai Hari Pawar,"At Gut No.16, Pedakwadi, Tal. Kannad, Dist. Aurangabad",,,1000.0
566,Cold Storages,Aurangabad,Smt. Nanubai Vishwanath Khandagale,"A/P Nirgudi (B), Tal. Khulthabad, Dist. Aurangabad",,,504.0
567,Cold Storages,Aurangabad,Smt. Savitribai Prabhat Boldhane,Kawitheda,,,200.0
568,Cold Storages,Aurangabad,Smt. Shakuntalabai Abarao Sonawane,Aurangabad,,,995.0
569,Cold Storages,Aurangabad,Smt. Sharada Gopal Agrawal,Bhaigaon,,,500.0
570,Cold Storages,Aurangabad,Smt. Sumitrabai Kashinath Janjal,"Milkat No.428, Grampanchayat S.No.429, Sillod-Chinchpure Road, At Chinchpure, Post Mangrool, Tal. Sillod, Dist. Aurangabad",,,500.0
571,Cold Storages,Aurangabad,Smt. Tejaswini Govind Bhoruka,"Gut No. 61, At Post Vithalpur, Tal. Kannad, Dist. Aurangabad",,,1004.0
572,Cold Storages,Aurangabad,Sopan Sheku Tayde,"At.Post: Chincholi (Limbaji), Tal: Kannad, Dist: Aurangabad",,,1000.0
573,Cold Storages,Aurangabad,Sow Surekha Ashok Pawar,"Gat No. 327, At Post: Chapaner, Tal: Kannad, Dist: Aurangabad",,,1000.0
574,Cold Storages,Aurangabad,"Sow.Asrabai Ramrao Jagtap,A/P-Shelgaon","Gut No.27,Tq:Phulmbri",,,700.0
575,Cold Storages,Aurangabad,Subhash H.Bohara,Ambada,,,300.0
576,Cold Storages,Aurangabad,Sudhakar Gangadhar Thombre,"Gno-236,A/P-Viramgaoan,Tq:Khultabad",,,999.936
577,Cold Storages,Aurangabad,Sunil Bhagaji Kolhe,"At.Post: Karanjkheda, Tal: Kannad, Dist: Aurangabad",,,1000.0
578,Cold Storages,Aurangabad,Sunil Punjaba Mohite,"Gat No. 09, At Post: Rel, Tal: Kannad, Dist: Aurangabad",,,1000.0
579,Cold Storages,Aurangabad,Sunil Sundarlal Patni,"At Post; Aland, Tal: Phulambri, Dist: Aurangabad",,,1000.0
580,Cold Storages,Aurangabad,Supdabai Raibhan Katkar,"Gat No 470, At Post: Khamgaon, Tal: Phulambri, Dist: Aurangabad",,,1000.0
581,Cold Storages,Aurangabad,"Surekha Pundalik Jadhav,Wanegaon","Sr.No.199,Wanegaon,Tq:Phulambri",,,500.0
582,Cold Storages,Aurangabad,Suresh Zumberlal Gandhi,"Anand Krishi, Seva Kendra, Main Road, Gangapur, Tal: Gangapur, Dist: Aurangabad",,,1000.0
583,Cold Storages,Aurangabad,Tarabai Kasturchand Patodi,"Gat No. 300, At Post; Galleborgaon, Tal: Khultabad, Dist: Aurangabad",,,1000.0
584,Cold Storages,Aurangabad,"Tejaram Sampath Killare,Shirodi","Gutno88,Janefal,Tq:Phulambri",,,500.0
585,Cold Storages,Aurangabad,Tolabai Narayan Ghuge,"Gat No. 226, At Post: Mahegaon, Al: Kannad, Dist: Aurangabad",,,1000.0
586,Cold Storages,Aurangabad,"Trimbak Kondiba Tekale,Pimpalgaon",Gutno22at PimpalgaonTq:Phulambri,,,500.0
587,Cold Storages,Aurangabad,Tukaram Sakharam Khomne,"Gat No. 35, Post: Bharadi, Tal: Sillod, Dist; Aurangabad",,,1000.0
588,Cold Storages,Aurangabad,Tulasabai Ramdas Avhad,"Gat No. 235, At Post: Mehegaon, Tal: Kannad, Dist: Aurangabad",,,600.0
589,Cold Storages,Aurangabad,Tulsabai Kachru Thengde,"Gat No. 442, At Post: Palaswadi, Tal: Khultabad, Dist: Aurangabad",,,1000.0
590,Cold Storages,Aurangabad,Uttam Namdeo Kathar,"Gat No.36, At Post: Pimparkheda, Tal: Kannad, Dist: Aurangabad",,,1000.0
591,Cold Storages,Aurangabad,Venubai Asaram Bhumre,"Gut No. 241, At Post: Pachod, Tal: Palthan, Dist: Aurangabad",,,1000.0
592,Cold Storages,Aurangabad,Vijay Bhanudas Jadhav,"Gat No.165, At Post : Kolambi, Tal: Kannad, Dist: Aurangabad",,,1000.0
593,Cold Storages,Aurangabad,Vilas Bhimrao Aavakale,"Gno-236,A/P-Viramgaoan,Tq:Khultabad",,,999.936
594,Cold Storages,Aurangabad,Vimalbai Vishwanath Bodkhe,"Gat No. 511, At Post: Galleborgaon, Tal: Khultabad, Dist: Aurangabad",,,1000.0
595,Cold Storages,Beed,Anurag Ware Housing & Agro Processing,Gevrai,,,2516.31
596,Cold Storages,Beed,Dr. V.V.Patil SSK Ltd.,"At Ashoknagar,Tq. Kaij",,,6418.78
597,Cold Storages,Beed,"Gokhali V.K.S. Seva Socy Ltd.,","Gokhali Tal. Phaltan, Dist. Satara",,,104.0
598,Cold Storages,Beed,Kisan Warehouse,Tokwadi,,,2325.0
599,Cold Storages,Beed,LalitKumar Ramniwas Bajaj,Waghala,,,1000.0
600,Cold Storages,Beed,M/S Jay Kedarnath Agro Services (Smt Manjusha Namdeo Wakode & Others 3),"At Hadsami Gram Panchayat, Tal. Hadgaon, Dist. Nanded � 431 743",,,1000.0
601,Cold Storages,Beed,M/S Kisan Agencies,Tokwadi,,,2325.0
602,Cold Storages,Beed,M/S Kisan Warehouse,"At: Shirsala, Tal: Parli-Vaijanath, Dist: Beed",,,280.0
603,Cold Storages,Beed,"M/S Renuka Warehousing & Agroprocessing,Devgaon","Sr.No-274,Devgaon,Tq:Kaij",,,3400.0
604,Cold Storages,Beed,M/S Sohel Agro Traders (Prop. Shaikh Kalim Shaikh Rukamoddin),"A/P Dharmapuri, Tal. Parli Vaijnath, Dist. Beed",,,1000.0
605,Cold Storages,Beed,Navin Warehouse(Prop. Nirmala S. Totala),"At. Tokwadi, Tal. Parli-Vaijnath",,,1005.0
606,Cold Storages,Beed,S R Aghav & Others 3,"A/P Sardgaon, Tal. Parali, Dist. Beed",,,5295.0
607,Cold Storages,Beed,Satish Khanderao Kallurkar,"A/P Nivgha, Tal. Hadgaon, Dist. Nanded",,,602.0
608,Cold Storages,Beed,Sau Sagarbai Dhondiram Chavan,"At : Chanai, Post & Tal: Ambajogai, Dist: Beed",,,2000.0
609,Cold Storages,Beed,Shaikh Khalidabi Shaikh Rukhmoddin,"A/P Dharmapuri, Tal. Parli Vaijnath, Dist. Beed",,,170.07
610,Cold Storages,Beed,Shri Jagan Nanasaheb Kirdant,"Gno-9,At Pimpla(Dhayguda),Tq.Ambajogai",,,1001.18
611,Cold Storages,Beed,Shri Sandip RAjusing Naik,"Sno-7/1,Itawa,Tq.Pusad",,,5184.0
612,Cold Storages,Beed,Shri Yogeshwari Warehouse,"Sno-91/1,Gno-276,Digol Amba,Ambajogai",,,999.9
613,Cold Storages,Beed,Shri. Ganesh Ramchandra Katruwar,Bramhawadi,,,1600.0
614,Cold Storages,Beed,Shri. Harish Ramchandra Katruwar,Bramhawadi,,,1000.0
615,Cold Storages,Beed,Shri. Uday Kanchanrao Katruwar,Bramhawadi,,,700.0
616,Cold Storages,Beed,Smt Moharbai Prabhakar Nagargoje,"R/O: Devgaon, Tal: Kaij, Dist: Beed",,,3000.0
617,Cold Storages,Beed,Vishnukumar Pandurangji Jaju,"Sno-376,Ambajogai,Dist.Beed",,,993.366
618,Cold Storages,Bhandara,"Chikhali VKS, Chikali",Chikali,,,150.0
619,Cold Storages,Bhandara,Gopichand Tikaramji Raut,"AT POST KINHALA,TQ LakhandurdIST BHANDARA",,,330.0
620,Cold Storages,Bhandara,Ku. Nalu Manikrao Karemore,"T.Sr.No.24,At Mohagaon,Tq.Mohadi",,,1326.77
621,Cold Storages,Bhandara,Late N.W.Patil Rice Mill Lakhani,Lakhani,,,1700.0
622,Cold Storages,Bhandara,Late Nirdhanrao Waghaye Patil Krishi Prakriya Udyog Co-Op.Society,Lakhani,,,1000.0
623,Cold Storages,Bhandara,Laxmi Rice Mills ( Prop: Smt Chhayavati Dinanath Patle),"At Post; Salebhata, Tal: Lakhani, Dist: Bhandara",,,595.9
624,Cold Storages,Bhandara,M/S APMC Lakhani,Lakhani,,,550.0
625,Cold Storages,Bhandara,M/S Paoni VKS,Paoni,,,250.0
626,Cold Storages,Bhandara,M/S Sihora Cooperative Rice Mill,Sihora,,,320.0
627,Cold Storages,Bhandara,M/S VKS Sah. Sanstha Bodra,Bodra,,,100.0
628,Cold Storages,Bhandara,"Mehekar Tal. Pra., Sah. Sanstha M., Dongaon, Bramhpuri.",Bramhpuri,,,1000.0
629,Cold Storages,Bhandara,Mr Sanghpal Yashwant Bansod,"Vill: Madeghat, Post: Pimpalgaon, Tah: Lakhandur, Dist: Bhandara",,,500.0
630,Cold Storages,Bhandara,Mr. Ramdas Sitaram Kapase,"Gno-570/3,Palandar,Tq:Lakhani",,,248.4
631,Cold Storages,Bhandara,Mrs. Geetabai Gopal Lanjewar,"Gno-321,Mz:Thana,Tq& Dist.Bhandara",,,343.551
632,Cold Storages,Bhandara,Mrs. Leelabai Mainkrao Karemore,"T.Sr.No.24,At Mohagaon,Tq.Mohadi",,,1326.77
633,Cold Storages,Bhandara,Mrs. Ranjita Raju Karemore,"T.Sr.No.24,At Mohagaon,Tq.Mohadi",,,1326.77
634,Cold Storages,Bhandara,Mrs. Sushma Vijay Karemore,"T.Sr.No.24,At Mohagaon,Tq.Mohadi",,,1326.77
635,Cold Storages,Bhandara,"P Kepar VKS, P Kepar",PIndividual Kepar,,,300.0
636,Cold Storages,Bhandara,Sau Sheela Suresh Karemore,"At: Village Mangli, Post: Khapa, Tah: Tumsar, Dist: Bhandara",,,515.71
637,Cold Storages,Bhandara,Shri Kushan Pundlik Parshuramkar,"Gno-1275,P.H.No.24,At & Tq.Lakhandhur",,,706.253
638,Cold Storages,Bhandara,Shri Lokchand Mohan Raut,"Gno-592/2,At Satalwada,Tq.Sakoli",,,559.0
639,Cold Storages,Bhandara,Shri Manohar Sadashiv Hatawar,"Plot-3,At & Tq. Lakhandur",,,703.39
640,Cold Storages,Bhandara,Shri Mukesh Nanakram Sahajwani,"Sno-355,Kinhala,Tq. Lakhandur",,,1077.65
641,Cold Storages,Bhandara,Shri Nandlal Kisanji Dhore & Shri Manohar Kisanji Dhore,"R/O: Chapral, Po: Soni, Tal: Lakhandur, Dist: Bhandara",,,680.0
642,Cold Storages,Bhandara,Shri Prakash Vithalrao Panchbhai,"T.S.No.20,Gr.25/2, At Yenola,Tq.Pauni,Bhandara",,,934.56
643,Cold Storages,Bhandara,Shri Vinayak Somaji Burade,"Gno-137,Mz:Kawadsi,Tq.Lakhani",,,943.8
644,Cold Storages,Bhandara,Shri Vithalrao Sambhuji Panchbhai,"T.S.No.20,Gr.25/1, At Yenola,Tq.Pauni,.Bhandara",,,934.56
645,Cold Storages,Bhandara,Shri. Rameshwar Manik Rao Karemore,Mouza - Warthi,,,1440.0
646,Cold Storages,Bhandara,Smt Shantabai Shrikisan Selokar,"Ph No. 58/6, Gat No. 83/1, Mouza: Shahapur, Tal & Dist: Bhandara",,,1000.0
647,Cold Storages,Bhandara,Smt. Lata Sukhalal Bisen,"Gno-185,Mz:Kinhala,Tq.Lakhandur",,,469.8
648,Cold Storages,Bhandara,Sou. Rekha Vijay Bansod,"Mz:Jambhali(Sadak),Tq.Sakoli,Dist.Bhandara",,,1199.54
649,Cold Storages,Bhandara,"Vividh Karyakari Seva Sahakari Sanstha, Puyar","At: Puyar, Tal: Lakhandur, Dist: Bhandara",,,108.0
650,Cold Storages,Buldhana,"APMC, Nandura",Nandura,,,119.0
651,Cold Storages,Buldhana,Adishakti Muktabai Gramin Bigar Sheti Coop. Society,Asalgaon,,,248.0
652,Cold Storages,Buldhana,Amle Godown ( Maroti Pundlik Amle),"Gat No. 69, At: Bhadgani, Buldhana Road, Tah: Malkapur, Dist: Buldhana",,,225.0
653,Cold Storages,Buldhana,Anjali Ajay Umalkar,"A/P Anjani Budruk, Gut. No.545, Taluka Mehkar, Dist. Buldana",,,1670.0
654,Cold Storages,Buldhana,Annasaheb Ganpatrao Burkul,"Sr.No.55,At & Tq.Sindhkhedraja",,,259.328
655,Cold Storages,Buldhana,Asalgaon V.K.Coop. Society,Asalgaon,,,200.0
656,Cold Storages,Buldhana,Ashok Banduji Patil,"Gut. No.275, Satgaon- Bhusari, Chikhali",,,102.938
657,Cold Storages,Buldhana,Ashtavinayak Gramin Bigarsheti Coop Credit Society Ltd,"Janephal, At Post: Janephal, Tal: Manchar, Dist: Buldhana",,,990.0
658,Cold Storages,Buldhana,"B.B.Sancheti, R.B.Sancheti, S.B.Sancheti",At Lonar Buldana,,,979.0
659,Cold Storages,Buldhana,Balaji Urban Co-Operative Credit Society Ltd.,"B-9,Midc,Chikhali,Dist.Buldana",,,1416.84
660,Cold Storages,Buldhana,Bansilal Dasuji Rathod,"Gat No. 21, Mouza Palaskhed Nago, Tal. Buldana",,,524.312
661,Cold Storages,Buldhana,Bharat Suryabhan Kalekar,"At Kelwad, Tq.Chikhli",,,100.0
662,Cold Storages,Buldhana,Bhaurao Awachitrao Warge,"At. Karmoda, Tal. Sangrampur",,,160.0
663,Cold Storages,Buldhana,Bhaurao Awachitrao Warge Patil,"At. Karmoda, Tal. Sangrampur",,,160.0
664,Cold Storages,Buldhana,Buldana Arban Coop. Credit Society,Buldhana,,,500.0
665,Cold Storages,Buldhana,Buldhana Urban Co-Op Credit Society Ltd,"Gut No 421,Janephal,Gut No 164 Tembhurna, Tal. Khamgaon, Dist. Buldhana",,,9414.0
666,Cold Storages,Buldhana,Buldhana Urban Co-Op Credit Society Ltd,"GUT No565 MOUJE:RAIPUR,TQ CHIKHALI,DIST:BULDHANA",,,916.0
667,Cold Storages,Buldhana,Buldhana Urban Co-Op Credit Society Ltd,"GUT NO 210 AT KUMBHEPHAL ,TQ BULDHANA,DIST.BULDHANA &GUT NO 216S.NO 216 AT DONGARKHANDALA Tq & Dist BuldhanaI",,,5931.0
668,Cold Storages,Buldhana,Buldhana Urban Coop. Credit Soc. Ltd,Buldhana,,,533.0
669,Cold Storages,Buldhana,Buldhana Urban Coop. Credit Soc. Ltd,Buldhana,,,533.0
670,Cold Storages,Buldhana,Buldhana Urban Coop. Credit Soc. Ltd,Buldhana,,,368.0
671,Cold Storages,Buldhana,Deokar Ware House (Prop: Rameshkumar Pralhad Deokar),"At Post: Kalambeshwar, Tal: Mehkar, Dist: Buldhana",,,998.0
672,Cold Storages,Buldhana,Dilip Narayanrao Thaokare,Kalyana,,,100.0
673,Cold Storages,Buldhana,"G.B.Sancheti, N.B.Sancheti, S.B.Sancheti",At Lonar Buldana,,,959.0
674,Cold Storages,Buldhana,Gangaram Laxman Dhumal,Jambhul,,,140.0
675,Cold Storages,Buldhana,Jalgaon Jankalyan Nagri Sahakari Pathasanstha Ltd. (Jalgaon Jamod),"Gat No.450, A/P Sonala-2, Tal. Sangrampur, Dist. Buldana (MS), Pine 443 204",,,961.84
676,Cold Storages,Buldhana,Jawahar Arban V.K.S.,Chikhali,,,1000.0
